1a06_A	17	145	Q63450	nonHumanMammal
5b7o_A	1	249	B5TV91	invertebrate
5b83_A	33	77	P0CG48	human
5b83_A	51	34	P0CG48	human
5bjy_A	27	232	O86159	bacteria
5bov_A	14	72	A6T9G8	bacteria
5bov_A	6	137	A6T9G8	bacteria
5bq5_A	17	132	Q45619	bacteria
5bq5_A	34	121	Q45619	bacteria
5bt1_D	1	91	P02293	plantfungi
5bv7_A	128	241	P04180	human
5bv7_A	6	378	P04180	human
5bxh_A	2	101	Q7L273	human
5c0x_K	31	250	Q12149	plantfungi
5c0x_K	64	249	Q12149	plantfungi
5c1z_A	171	382	O60260	human
5c1z_A	268	384	O60260	human
5c1z_A	333	384	O60260	human
5c2k_A	1	181	Q9H0H5	human
5c2v_B	12	110	Q1Q0T4	bacteria
5c2z_A	113	220	L0RUV7	bacteria
5c46_E	253	371	Q9UBF8	human
5c4m_A	1	180	P61586	human
5c5s_A	171	211	Q13459	human
5c5t_A	75	182	Q84406	virus
5c67_E	1	55	P05067	human
5c6k_A	1	150	P36932	virus
5c6k_A	1	166	P36932	virus
5c6k_A	90	159	P36932	virus
5c6t_A	142	559	P13201	virus
5c6t_A	243	567	P13201	virus
5c6t_A	292	482	P13201	virus
5c6t_A	339	558	P13201	virus
5c8t_B	1	515	P0C6X7	virus
5c8t_B	22	515	P0C6X7	virus
5caw_A	187	298	E0VIU9	invertebrate
5caw_A	247	298	E0VIU9	invertebrate
5caw_A	94	297	E0VIU9	invertebrate
5cbk_A	8	268	A0A0M5I297	plantfungi
5ccl_A	164	238	Q9H7B4	human
5ccl_A	164	270	Q9H7B4	human
5ccl_A	165	293	Q9H7B4	human
5ccl_A	199	271	Q9H7B4	human
5ccv_A	1	81	P27915	virus
5ccv_A	1	850	P27915	virus
5ccv_A	13	788	P27915	virus
5ccv_A	214	849	P27915	virus
5ccv_A	4	809	P27915	virus
5ccv_A	433	693	P27915	virus
5cdc_C	1	105	D1FK67	virus
5cdc_C	1	243	D1FK67	virus
5cdc_C	42	241	D1FK67	virus
5cdc_C	64	184	D1FK67	virus
5cdc_C	81	184	D1FK67	virus
5cdd_A	1	209	B3TZF1	virus
5cdd_B	1	114	D1FK67	virus
5cdd_B	1	274	D1FK67	virus
5cdd_B	1	302	D1FK67	virus
5cdd_B	1	56	D1FK67	virus
5cdd_B	110	302	D1FK67	virus
5cdd_B	127	210	D1FK67	virus
5cdd_B	89	302	D1FK67	virus
5cdd_C	1	198	D1FK67	virus
5cdd_C	30	199	D1FK67	virus
5cdd_C	50	195	D1FK67	virus
5cdx_A	116	354	nan	nan
5cdx_A	134	354	nan	nan
5cdx_A	3	354	nan	nan
5cdx_A	93	354	nan	nan
5cet_A	20	306	P71615	bacteria
5cet_A	271	310	P71615	bacteria
5cet_A	273	327	P71615	bacteria
5cfc_B	19	233	E3TMG8	virus
5cfc_B	84	233	E3TMG8	virus
5cfj_A	1	125	C0H4F3	invertebrate
5cfj_A	1	97	C0H4F3	invertebrate
5cfj_A	19	141	C0H4F3	invertebrate
5cfj_A	21	121	C0H4F3	invertebrate
5cfj_A	35	97	C0H4F3	invertebrate
5cfj_A	36	140	C0H4F3	invertebrate
5cfj_A	38	119	C0H4F3	invertebrate
5cgz_A	1	111	Q88JX8	bacteria
5cgz_A	1	136	Q88JX8	bacteria
5cgz_A	1	203	Q88JX8	bacteria
5ch8_A	112	224	P61869	plantfungi
5ch8_A	128	222	P61869	plantfungi
5ch8_A	81	182	P61869	plantfungi
5chs_A	1	147	Q98776	virus
5chs_A	1	95	Q98776	virus
5chx_A	119	211	P12883	human
5chx_A	135	211	P12883	human
5chx_A	137	195	P12883	human
5chx_A	151	211	P12883	human
5chx_A	97	211	P12883	human
5ci6_A	101	295	Q39026	plantfungi
5ci6_A	103	205	Q39026	plantfungi
5ci6_A	135	210	Q39026	plantfungi
5ci6_A	246	335	Q39026	plantfungi
5ci6_A	39	206	Q39026	plantfungi
5ci6_A	39	295	Q39026	plantfungi
5ci6_A	72	219	Q39026	plantfungi
5cj0_A	131	202	P12883	human
5cj1_A	21	99	P12883	human
5cj1_A	46	99	P12883	human
5cj4_A	106	195	P12883	human
5cj4_A	127	195	P12883	human
5cks_A	15	340	P0AB91	bacteria
5cm8_B	1	168	P48555	invertebrate
5cml_A	3	241	D0MHY8	bacteria
5co8_C	89	149	G0RYN2	plantfungi
5co8_C	92	180	G0RYN2	plantfungi
5cqq_A	1	72	P09956	invertebrate
5crw_A	49	241	P55059	plantfungi
5cvd_A	69	213	Q9BV86	human
5cvd_A	71	164	Q9BV86	human
5cx6_A	1	137	Q6A562	virus
5cx6_A	1	93	Q6A562	virus
5cxf_A	263	559	P06473	virus
5cxf_A	318	563	P06473	virus
5cxv_A	19	442	P11229	human
5cxv_A	2	445	P11229	human
5cxv_A	9	199	P11229	human
5czy_A	167	441	Q5ZUS4	bacteria
5czy_A	269	381	Q5ZUS4	bacteria
5czy_A	283	419	Q5ZUS4	bacteria
5czz_A	464	592	J7RUA5	bacteria
5czz_A	525	607	J7RUA5	bacteria
5d0i_A	14	63	Q6ZSG1	human
5d1m_B	1	40	Q96BH1	human
5d1m_B	1	63	Q96BH1	human
5d1p_A	48	199	O27289	bacteria
5d1y_A	1	235	P23921	human
5d1y_A	1	592	P23921	human
5d1y_A	1	715	P23921	human
5d1y_A	1	79	P23921	human
5d1y_A	102	601	P23921	human
5d1y_A	102	627	P23921	human
5d1y_A	105	403	P23921	human
5d1y_A	108	340	P23921	human
5d1y_A	108	583	P23921	human
5d1y_A	108	715	P23921	human
5d1y_A	110	683	P23921	human
5d1y_A	116	207	P23921	human
5d1y_A	118	235	P23921	human
5d1y_A	122	601	P23921	human
5d1y_A	124	715	P23921	human
5d1y_A	131	403	P23921	human
5d1y_A	132	201	P23921	human
5d1y_A	132	276	P23921	human
5d1y_A	132	639	P23921	human
5d1y_A	134	659	P23921	human
5d1y_A	135	683	P23921	human
5d1y_A	141	715	P23921	human
5d1y_A	150	536	P23921	human
5d1y_A	157	235	P23921	human
5d1y_A	159	715	P23921	human
5d1y_A	164	680	P23921	human
5d1y_A	168	277	P23921	human
5d1y_A	169	402	P23921	human
5d1y_A	169	621	P23921	human
5d1y_A	17	715	P23921	human
5d1y_A	170	600	P23921	human
5d1y_A	175	235	P23921	human
5d1y_A	175	664	P23921	human
5d1y_A	175	715	P23921	human
5d1y_A	177	642	P23921	human
5d1y_A	185	402	P23921	human
5d1y_A	192	715	P23921	human
5d1y_A	201	446	P23921	human
5d1y_A	203	276	P23921	human
5d1y_A	203	402	P23921	human
5d1y_A	204	593	P23921	human
5d1y_A	206	623	P23921	human
5d1y_A	218	715	P23921	human
5d1y_A	219	698	P23921	human
5d1y_A	220	591	P23921	human
5d1y_A	227	402	P23921	human
5d1y_A	232	613	P23921	human
5d1y_A	236	298	P23921	human
5d1y_A	236	326	P23921	human
5d1y_A	252	542	P23921	human
5d1y_A	256	715	P23921	human
5d1y_A	276	405	P23921	human
5d1y_A	276	424	P23921	human
5d1y_A	276	529	P23921	human
5d1y_A	276	554	P23921	human
5d1y_A	276	634	P23921	human
5d1y_A	276	715	P23921	human
5d1y_A	298	544	P23921	human
5d1y_A	298	591	P23921	human
5d1y_A	298	712	P23921	human
5d1y_A	303	427	P23921	human
5d1y_A	306	607	P23921	human
5d1y_A	308	504	P23921	human
5d1y_A	33	715	P23921	human
5d1y_A	334	593	P23921	human
5d1y_A	339	715	P23921	human
5d1y_A	351	532	P23921	human
5d1y_A	351	598	P23921	human
5d1y_A	398	659	P23921	human
5d1y_A	398	715	P23921	human
5d1y_A	401	546	P23921	human
5d1y_A	401	642	P23921	human
5d1y_A	415	714	P23921	human
5d1y_A	433	654	P23921	human
5d1y_A	433	715	P23921	human
5d1y_A	460	714	P23921	human
5d1y_A	552	714	P23921	human
5d1y_A	57	715	P23921	human
5d1y_A	58	403	P23921	human
5d1y_A	59	362	P23921	human
5d1y_A	59	687	P23921	human
5d1y_A	60	592	P23921	human
5d1y_A	61	235	P23921	human
5d1y_A	666	715	P23921	human
5d1y_A	74	715	P23921	human
5d1y_A	90	715	P23921	human
5d46_A	8	179	P09838	nonHumanMammal
5d5h_A	634	688	P9WG49	bacteria
5d66_A	41	185	B0VB33	bacteria
5d68_A	1	62	O00522	human
5d94_A	7	120	Q9GZQ8	human
5d9h_A	112	174	Q9Z1W9	nonHumanMammal
5d9h_A	5	174	Q9Z1W9	nonHumanMammal
5d9h_A	7	97	Q9Z1W9	nonHumanMammal
5d9h_A	8	220	Q9Z1W9	nonHumanMammal
5d9k_A	5	189	P51812	human
5d9k_A	54	190	P51812	human
5d9k_A	65	255	P51812	human
5d9k_A	84	171	P51812	human
5dcf_A	112	184	P46889	bacteria
5dcf_A	25	180	P46889	bacteria
5de0_A	22	296	Q9KQ59	bacteria
5de0_A	27	216	Q9KQ59	bacteria
5de0_A	48	296	Q9KQ59	bacteria
5de0_A	50	250	Q9KQ59	bacteria
5de0_A	87	249	Q9KQ59	bacteria
5deq_A	12	69	Q8AAV8	bacteria
5deq_A	27	137	Q8AAV8	bacteria
5deq_A	31	80	Q8AAV8	bacteria
5deq_A	32	105	Q8AAV8	bacteria
5deq_A	45	128	Q8AAV8	bacteria
5dez_A	1	132	Q70SQ1	virus
5dez_A	1	529	Q70SQ1	virus
5dez_A	1	99	Q70SQ1	virus
5dez_A	132	527	Q70SQ1	virus
5dez_A	133	366	Q70SQ1	virus
5dez_A	143	426	Q70SQ1	virus
5dez_A	158	445	Q70SQ1	virus
5dez_A	203	433	Q70SQ1	virus
5dez_A	203	527	Q70SQ1	virus
5dez_A	211	289	Q70SQ1	virus
5dez_A	211	318	Q70SQ1	virus
5dez_A	211	375	Q70SQ1	virus
5dez_A	220	429	Q70SQ1	virus
5dez_A	220	445	Q70SQ1	virus
5dez_A	220	515	Q70SQ1	virus
5dez_A	228	466	Q70SQ1	virus
5dez_A	231	298	Q70SQ1	virus
5dez_A	231	317	Q70SQ1	virus
5dez_A	231	369	Q70SQ1	virus
5dez_A	236	435	Q70SQ1	virus
5dez_A	236	525	Q70SQ1	virus
5dez_A	240	337	Q70SQ1	virus
5dez_A	253	526	Q70SQ1	virus
5dez_A	256	424	Q70SQ1	virus
5dez_A	280	355	Q70SQ1	virus
5dez_A	280	457	Q70SQ1	virus
5dez_A	280	529	Q70SQ1	virus
5dez_A	33	105	Q70SQ1	virus
5dez_A	348	529	Q70SQ1	virus
5dez_A	97	529	Q70SQ1	virus
5dfz_C	249	413	P22543	plantfungi
5dfz_C	388	708	P22543	plantfungi
5dfz_C	405	708	P22543	plantfungi
5dfz_C	483	708	P22543	plantfungi
5dfz_C	508	708	P22543	plantfungi
5dfz_C	542	708	P22543	plantfungi
5dfz_C	566	708	P22543	plantfungi
5di3_A	1	164	A8ISN6	plantfungi
5dis_D	331	396	P35658	human
5dly_A	59	210	A7Z2A9	bacteria
5dly_A	80	210	A7Z2A9	bacteria
5dn8_A	1	156	Q83C83	bacteria
5dnu_A	18	266	A0A0M3PN85	plantfungi
5dnu_A	201	266	A0A0M3PN85	plantfungi
5dnu_A	85	267	A0A0M3PN85	plantfungi
5dny_B	127	359	Q58718	bacteria
5dny_B	146	359	Q58718	bacteria
5do7_B	23	195	Q9H221	human
5do7_B	23	226	Q9H221	human
5do7_B	23	258	Q9H221	human
5do7_B	39	258	Q9H221	human
5do7_B	97	243	Q9H221	human
5dqv_A	20	134	nan	nan
5dqv_A	4	134	nan	nan
5dqv_A	5	118	nan	nan
5dr2_A	64	193	O14965	human
5dr2_A	64	218	O14965	human
5dto_A	1	853	Q6YMS4	virus
5dto_A	14	255	Q6YMS4	virus
5dto_A	214	853	Q6YMS4	virus
5dtu_A	283	376	G0SBQ7	plantfungi
5dtu_A	314	366	G0SBQ7	plantfungi
5e0t_A	1	128	P12004	human
5e0t_A	47	247	P12004	human
5e4z_A	104	303	A0A0A5P8W7	bacteria
5e4z_A	111	329	A0A0A5P8W7	bacteria
5e4z_A	111	377	A0A0A5P8W7	bacteria
5e4z_A	149	303	A0A0A5P8W7	bacteria
5e4z_A	50	303	A0A0A5P8W7	bacteria
5e4z_A	50	340	A0A0A5P8W7	bacteria
5e4z_A	50	377	A0A0A5P8W7	bacteria
5e6f_A	1	113	Q6VZ86	virus
5e6f_A	66	130	Q6VZ86	virus
5e6o_A	8	118	Q23536	invertebrate
5e71_A	117	324	Q5JID5	bacteria
5e71_A	153	324	Q5JID5	bacteria
5e71_A	157	258	Q5JID5	bacteria
5e71_A	178	258	Q5JID5	bacteria
5e71_A	179	324	Q5JID5	bacteria
5e71_A	180	305	Q5JID5	bacteria
5e7p_A	205	264	A0QQS4	bacteria
5e7p_A	345	645	A0QQS4	bacteria
5e7p_A	346	716	A0QQS4	bacteria
5e7p_A	363	611	A0QQS4	bacteria
5e7p_A	395	545	A0QQS4	bacteria
5e7p_A	454	683	A0QQS4	bacteria
5e7p_A	455	644	A0QQS4	bacteria
5e7p_A	462	718	A0QQS4	bacteria
5e7p_A	489	667	A0QQS4	bacteria
5e7p_A	489	685	A0QQS4	bacteria
5e7p_A	491	718	A0QQS4	bacteria
5e7p_A	492	570	A0QQS4	bacteria
5e7p_A	492	627	A0QQS4	bacteria
5e7p_A	495	610	A0QQS4	bacteria
5e7p_A	582	639	A0QQS4	bacteria
5e84_A	6	607	P11021	human
5e84_A	7	588	P11021	human
5e84_A	8	552	P11021	human
5e9w_A	1	274	O43148	human
5e9w_A	11	164	O43148	human
5e9w_A	36	151	O43148	human
5e9w_A	56	235	O43148	human
5e9w_A	56	274	O43148	human
5ean_A	105	364	Q6ZQJ5	nonHumanMammal
5ecc_A	1	158	A4GRC7	bacteria
5edv_A	10	210	Q96EP0	human
5edv_A	10	271	Q96EP0	human
5edv_A	135	264	Q96EP0	human
5ee7_A	268	417	P47871	human
5ee7_A	5	417	P47871	human
5ef4_A	20	309	V5LU01	plantfungi
5ef4_A	44	316	V5LU01	plantfungi
5efq_A	10	199	Q14004	human
5efq_A	106	231	Q14004	human
5efq_A	16	291	Q14004	human
5efq_A	3	217	Q14004	human
5efq_A	8	235	Q14004	human
5efq_A	9	156	Q14004	human
5egp_A	11	150	A0A0J5Q3C4	plantfungi
5egp_A	40	154	A0A0J5Q3C4	plantfungi
5egp_A	72	152	A0A0J5Q3C4	plantfungi
5eh0_A	61	199	P33981	human
5ei3_A	3	181	P06730	human
5ei9_F	1	111	Q9NQV7	human
5eil_A	30	152	nan	nan
5eil_A	51	100	nan	nan
5eil_A	6	140	nan	nan
5eil_A	61	82	nan	nan
5eil_A	7	158	nan	nan
5eil_A	79	90	nan	nan
5eix_A	207	278	R4YE07	bacteria
5ej0_A	32	210	P07240	virus
5ej0_A	41	100	P07240	virus
5ej0_A	41	116	P07240	virus
5ej0_A	41	176	P07240	virus
5ej0_A	41	192	P07240	virus
5ej0_A	50	210	P07240	virus
5epa_A	113	220	Q9RN60	bacteria
5eqt_A	25	201	O57940	bacteria
5eqv_A	2	132	Q0WBB9	bacteria
5eqv_A	2	164	Q0WBB9	bacteria
5eqv_A	6	295	Q0WBB9	bacteria
5es1_A	115	199	Q96L34	human
5es1_A	50	187	Q96L34	human
5es1_A	61	208	Q96L34	human
5es1_A	81	191	Q96L34	human
5esr_A	20	140	Q9A919	bacteria
5esr_A	28	298	Q9A919	bacteria
5et1_A	37	196	Q9ET47	nonHumanMammal
5euf_A	21	215	I9VHL9	bacteria
5ev7_A	289	483	A0A0F7RB18	bacteria
5ev7_A	308	482	A0A0F7RB18	bacteria
5exr_C	148	368	P09884	human
5exr_C	184	617	P09884	human
5exr_C	219	497	P09884	human
5exr_C	222	316	P09884	human
5exr_C	268	489	P09884	human
5exr_C	270	463	P09884	human
5exr_C	276	505	P09884	human
5exr_C	277	617	P09884	human
5exr_C	360	617	P09884	human
5exr_C	360	640	P09884	human
5exr_C	465	617	P09884	human
5exx_A	2	257	G3XCV0	bacteria
5ezq_A	1	162	P27282	virus
5ezq_A	1	321	P27282	virus
5ezq_A	101	303	P27282	virus
5ezq_A	118	298	P27282	virus
5ezq_A	204	304	P27282	virus
5ezq_A	213	281	P27282	virus
5ezq_A	229	299	P27282	virus
5ezq_A	77	304	P27282	virus
5f0x_A	119	373	P11021	human
5f3m_A	1	120	A0A1S0QSG1	bacteria
5f3w_B	3	211	Q58718	bacteria
5f47_A	4	149	A0A059WZ16	bacteria
5f47_A	40	117	A0A059WZ16	bacteria
5f47_A	8	118	A0A059WZ16	bacteria
5f56_A	70	489	D0EM60	bacteria
5f5b_A	1	183	P09391	bacteria
5f86_A	121	331	Q8T045	invertebrate
5f86_A	19	366	Q8T045	invertebrate
5f86_A	85	356	Q8T045	invertebrate
5f8g_A	1	463	E5RPG3	virus
5f8g_A	17	463	E5RPG3	virus
5f8g_A	91	443	E5RPG3	virus
5f8h_A	138	384	E5RPG2	virus
5f8h_A	14	440	E5RPG2	virus
5f8h_A	151	441	E5RPG2	virus
5f8h_A	153	339	E5RPG2	virus
5f8h_A	153	409	E5RPG2	virus
5f8h_A	153	425	E5RPG2	virus
5f8h_A	154	386	E5RPG2	virus
5f8h_A	19	134	E5RPG2	virus
5f8h_A	19	420	E5RPG2	virus
5f8h_A	227	384	E5RPG2	virus
5f8h_A	34	386	E5RPG2	virus
5f8h_A	35	440	E5RPG2	virus
5f8h_A	52	441	E5RPG2	virus
5f8h_A	68	441	E5RPG2	virus
5f8h_A	69	392	E5RPG2	virus
5f8h_A	94	460	E5RPG2	virus
5f99_B	23	84	P62799	nonMammalVertebrate
5f9e_A	10	215	Q04759	human
5f9e_A	10	263	Q04759	human
5f9e_A	114	215	Q04759	human
5f9e_A	54	263	Q04759	human
5f9e_A	90	215	Q04759	human
5f9k_A	4	129	Q54BW5	invertebrate
5fa8_A	1	76	C3MWA1	bacteria
5fa8_A	24	92	C3MWA1	bacteria
5fa8_A	25	75	C3MWA1	bacteria
5fa8_A	3	93	C3MWA1	bacteria
5fc1_A	15	236	P70158	nonHumanMammal
5fd2_A	1	201	P15056	human
5fdf_A	176	283	Q9WXT2	bacteria
5fer_A	1	80	Q14258	human
5fer_A	2	64	Q14258	human
5few_A	108	337	Q9X0Z6	bacteria
5few_A	111	262	Q9X0Z6	bacteria
5few_A	178	334	Q9X0Z6	bacteria
5few_A	84	262	Q9X0Z6	bacteria
5fey_A	1	63	Q13049	human
5ffj_A	2	60	Q93R01	bacteria
5ffn_I	1	62	P01053	plantfungi
5fhd_A	22	391	D1JM21	bacteria
5fhd_A	23	356	D1JM21	bacteria
5fhd_A	24	152	D1JM21	bacteria
5fhd_A	4	201	D1JM21	bacteria
5fhd_A	4	380	D1JM21	bacteria
5fhd_A	97	380	D1JM21	bacteria
5fhh_A	1	146	Q9H611	human
5fhh_A	1	201	Q9H611	human
5fhh_A	1	380	Q9H611	human
5fhh_A	1	396	Q9H611	human
5fhh_A	17	200	Q9H611	human
5fhh_A	19	146	Q9H611	human
5fhh_A	2	291	Q9H611	human
5fhh_A	20	396	Q9H611	human
5fhh_A	208	366	Q9H611	human
5fhh_A	21	367	Q9H611	human
5fhh_A	255	393	Q9H611	human
5fhh_A	256	377	Q9H611	human
5fhh_A	259	347	Q9H611	human
5fhh_A	291	379	Q9H611	human
5fhh_A	291	396	Q9H611	human
5fhh_A	317	396	Q9H611	human
5fhh_A	319	379	Q9H611	human
5fhh_A	52	396	Q9H611	human
5fhh_A	91	396	Q9H611	human
5fhh_A	98	291	Q9H611	human
5fin_A	19	140	nan	nan
5fir_A	1	240	Q9U299	invertebrate
5fir_A	1	515	Q9U299	invertebrate
5fir_A	1	537	Q9U299	invertebrate
5fir_A	240	528	Q9U299	invertebrate
5fir_A	243	505	Q9U299	invertebrate
5fir_A	259	515	Q9U299	invertebrate
5fir_A	272	537	Q9U299	invertebrate
5fir_A	73	238	Q9U299	invertebrate
5fir_A	73	305	Q9U299	invertebrate
5fjy_A	1	205	O88448	nonHumanMammal
5fkw_D	1	115	P03007	bacteria
5fkw_D	1	133	P03007	bacteria
5fkw_D	1	150	P03007	bacteria
5fkw_D	1	166	P03007	bacteria
5fkw_D	1	184	P03007	bacteria
5fkw_D	21	160	P03007	bacteria
5fkw_D	23	179	P03007	bacteria
5fkw_D	40	135	P03007	bacteria
5fkw_D	57	112	P03007	bacteria
5flh_A	27	184	A2VA43	bacteria
5flm_A	10	1094	G3MZY8	nonHumanMammal
5flm_A	1007	1362	G3MZY8	nonHumanMammal
5flm_A	1007	1410	G3MZY8	nonHumanMammal
5flm_A	1024	1420	G3MZY8	nonHumanMammal
5flm_A	1065	1420	G3MZY8	nonHumanMammal
5flm_A	11	499	G3MZY8	nonHumanMammal
5flm_A	1240	1409	G3MZY8	nonHumanMammal
5flm_A	1264	1368	G3MZY8	nonHumanMammal
5flm_A	1264	1420	G3MZY8	nonHumanMammal
5flm_A	1290	1427	G3MZY8	nonHumanMammal
5flm_A	1299	1409	G3MZY8	nonHumanMammal
5flm_A	172	767	G3MZY8	nonHumanMammal
5flm_A	177	1094	G3MZY8	nonHumanMammal
5flm_A	189	828	G3MZY8	nonHumanMammal
5flm_A	190	561	G3MZY8	nonHumanMammal
5flm_A	199	510	G3MZY8	nonHumanMammal
5flm_A	199	862	G3MZY8	nonHumanMammal
5flm_A	228	501	G3MZY8	nonHumanMammal
5flm_A	274	516	G3MZY8	nonHumanMammal
5flm_A	274	557	G3MZY8	nonHumanMammal
5flm_A	280	338	G3MZY8	nonHumanMammal
5flm_A	288	475	G3MZY8	nonHumanMammal
5flm_A	293	1113	G3MZY8	nonHumanMammal
5flm_A	301	830	G3MZY8	nonHumanMammal
5flm_A	312	476	G3MZY8	nonHumanMammal
5flm_A	408	830	G3MZY8	nonHumanMammal
5flm_A	453	829	G3MZY8	nonHumanMammal
5flm_A	453	853	G3MZY8	nonHumanMammal
5flm_A	480	649	G3MZY8	nonHumanMammal
5flm_A	5	1425	G3MZY8	nonHumanMammal
5flm_A	5	853	G3MZY8	nonHumanMammal
5flm_A	544	853	G3MZY8	nonHumanMammal
5flm_A	583	821	G3MZY8	nonHumanMammal
5flm_A	583	853	G3MZY8	nonHumanMammal
5flm_A	686	780	G3MZY8	nonHumanMammal
5flm_A	728	821	G3MZY8	nonHumanMammal
5flm_A	8	310	G3MZY8	nonHumanMammal
5flm_A	8	681	G3MZY8	nonHumanMammal
5flm_A	933	1362	G3MZY8	nonHumanMammal
5flm_A	984	1410	G3MZY8	nonHumanMammal
5flm_B	1	1132	A5PJW8	nonHumanMammal
5flm_B	1	897	A5PJW8	nonHumanMammal
5flm_B	1042	1133	A5PJW8	nonHumanMammal
5flm_B	12	788	A5PJW8	nonHumanMammal
5flm_B	122	1021	A5PJW8	nonHumanMammal
5flm_B	122	1128	A5PJW8	nonHumanMammal
5flm_B	147	1128	A5PJW8	nonHumanMammal
5flm_B	2	643	A5PJW8	nonHumanMammal
5flm_B	20	491	A5PJW8	nonHumanMammal
5flm_B	20	897	A5PJW8	nonHumanMammal
5flm_B	22	1073	A5PJW8	nonHumanMammal
5flm_B	22	1131	A5PJW8	nonHumanMammal
5flm_B	226	368	A5PJW8	nonHumanMammal
5flm_B	23	413	A5PJW8	nonHumanMammal
5flm_B	24	1048	A5PJW8	nonHumanMammal
5flm_B	24	395	A5PJW8	nonHumanMammal
5flm_B	279	390	A5PJW8	nonHumanMammal
5flm_B	319	1129	A5PJW8	nonHumanMammal
5flm_B	337	1128	A5PJW8	nonHumanMammal
5flm_B	338	1073	A5PJW8	nonHumanMammal
5flm_B	341	506	A5PJW8	nonHumanMammal
5flm_B	341	778	A5PJW8	nonHumanMammal
5flm_B	356	1048	A5PJW8	nonHumanMammal
5flm_B	460	1008	A5PJW8	nonHumanMammal
5flm_B	460	962	A5PJW8	nonHumanMammal
5flm_B	5	520	A5PJW8	nonHumanMammal
5flm_B	535	1133	A5PJW8	nonHumanMammal
5flm_B	573	1052	A5PJW8	nonHumanMammal
5flm_B	585	1132	A5PJW8	nonHumanMammal
5flm_B	629	1051	A5PJW8	nonHumanMammal
5flm_B	629	1073	A5PJW8	nonHumanMammal
5flm_B	666	842	A5PJW8	nonHumanMammal
5flm_B	667	1052	A5PJW8	nonHumanMammal
5flm_B	684	1040	A5PJW8	nonHumanMammal
5flm_B	69	382	A5PJW8	nonHumanMammal
5flm_B	726	1051	A5PJW8	nonHumanMammal
5flm_B	726	1073	A5PJW8	nonHumanMammal
5flm_B	748	1051	A5PJW8	nonHumanMammal
5flm_B	753	1073	A5PJW8	nonHumanMammal
5flm_B	766	1133	A5PJW8	nonHumanMammal
5flm_B	813	1073	A5PJW8	nonHumanMammal
5flm_B	819	1133	A5PJW8	nonHumanMammal
5flm_B	880	1021	A5PJW8	nonHumanMammal
5flm_B	880	1132	A5PJW8	nonHumanMammal
5flm_B	892	976	A5PJW8	nonHumanMammal
5flm_B	9	1021	A5PJW8	nonHumanMammal
5flm_B	914	1033	A5PJW8	nonHumanMammal
5flm_B	914	1132	A5PJW8	nonHumanMammal
5flm_C	133	256	Q3T0Q3	nonHumanMammal
5flm_C	2	255	Q3T0Q3	nonHumanMammal
5flm_C	98	254	Q3T0Q3	nonHumanMammal
5flm_E	1	132	Q2T9T3	nonHumanMammal
5flm_E	1	210	Q2T9T3	nonHumanMammal
5flm_E	120	210	Q2T9T3	nonHumanMammal
5flm_E	65	210	Q2T9T3	nonHumanMammal
5flm_E	83	208	Q2T9T3	nonHumanMammal
5flm_E	99	210	Q2T9T3	nonHumanMammal
5flm_I	65	115	Q32P73	nonHumanMammal
5fmf_1	323	432	Q00578	plantfungi
5fmf_1	63	246	Q00578	plantfungi
5fmf_1	64	229	Q00578	plantfungi
5fmf_1	87	246	Q00578	plantfungi
5fmf_1	89	229	Q00578	plantfungi
5fpn_A	1	99	P54652	human
5fpn_A	201	381	P54652	human
5fpn_A	3	381	P54652	human
5fpw_A	195	291	B2C331	invertebrate
5fpw_A	26	258	B2C331	invertebrate
5fpw_A	26	294	B2C331	invertebrate
5fpw_A	61	276	B2C331	invertebrate
5fpw_A	62	292	B2C331	invertebrate
5fqd_C	33	152	P48729	human
5ftb_A	18	110	D7K0H3	bacteria
5ftb_A	2	405	D7K0H3	bacteria
5ftb_A	20	396	D7K0H3	bacteria
5ftb_A	22	201	D7K0H3	bacteria
5ftb_A	22	301	D7K0H3	bacteria
5ftb_A	22	425	D7K0H3	bacteria
5ftb_A	226	402	D7K0H3	bacteria
5ftb_A	23	151	D7K0H3	bacteria
5ftb_A	26	377	D7K0H3	bacteria
5ftb_A	268	389	D7K0H3	bacteria
5ftb_A	270	371	D7K0H3	bacteria
5ftb_A	270	406	D7K0H3	bacteria
5ftb_A	272	427	D7K0H3	bacteria
5ftb_A	292	400	D7K0H3	bacteria
5ftb_A	3	371	D7K0H3	bacteria
5ftb_A	4	206	D7K0H3	bacteria
5ftb_A	4	302	D7K0H3	bacteria
5ftb_A	4	389	D7K0H3	bacteria
5ftb_A	4	423	D7K0H3	bacteria
5ftf_A	24	153	D7K0H3	bacteria
5ftf_A	24	203	D7K0H3	bacteria
5ftf_A	24	222	D7K0H3	bacteria
5ftf_A	24	391	D7K0H3	bacteria
5ftf_A	24	427	D7K0H3	bacteria
5ftf_A	25	374	D7K0H3	bacteria
5ftf_A	26	306	D7K0H3	bacteria
5ftf_A	26	409	D7K0H3	bacteria
5ftf_A	4	398	D7K0H3	bacteria
5ftf_A	6	158	D7K0H3	bacteria
5ftf_A	6	208	D7K0H3	bacteria
5ftf_A	6	303	D7K0H3	bacteria
5ftf_A	6	366	D7K0H3	bacteria
5ftf_A	6	417	D7K0H3	bacteria
5ftf_A	64	222	D7K0H3	bacteria
5ftj_A	183	244	P55072	human
5ftj_A	264	642	P55072	human
5ftj_A	487	682	P55072	human
5ftj_A	489	638	P55072	human
